種類,地区名,取引価格（総額）,坪単価,面積（㎡）,取引価格（㎡単価）,建築年,取引時築年数,西暦築年,取引年
中古マンション等,月島,110000000.0,4537500.0,80.0,1375000.0,令和2年,0.0,2020.0,2020
中古マンション等,月島,83000000.0,4213846.0,65.0,1276923.0,令和2年,0.0,2020.0,2020
中古マンション等,月島,63000000.0,2969999.0,70.0,900000.0,平成13年,19.0,2001.0,2020
中古マンション等,佃,31000000.0,4091999.0,25.0,1240000.0,平成23年,9.0,2011.0,2020
中古マンション等,佃,63000000.0,3464999.0,60.0,1050000.0,平成17年,15.0,2005.0,2020
中古マンション等,佃,45000000.0,3712500.0,40.0,1125000.0,平成12年,20.0,2000.0,2020
中古マンション等,佃,90000000.0,2048275.0,145.0,620689.0,平成5年,27.0,1993.0,2020
中古マンション等,佃,63000000.0,3779999.0,55.0,1145454.0,平成18年,14.0,2006.0,2020
中古マンション等,佃,48000000.0,3519999.0,45.0,1066666.0,平成23年,9.0,2011.0,2020
中古マンション等,佃,94000000.0,3649411.0,85.0,1105882.0,平成16年,16.0,2004.0,2020
中古マンション等,佃,46000000.0,3795000.0,40.0,1150000.0,平成23年,9.0,2011.0,2020
中古マンション等,佃,190000000.0,4045161.0,155.0,1225806.0,平成3年,29.0,1991.0,2020
中古マンション等,佃,25000000.0,4125000.0,20.0,1250000.0,平成16年,16.0,2004.0,2020
