,種類,地区名,取引価格（総額）,坪単価,面積（㎡）,取引価格（㎡単価）,建築年,取引時築年数,西暦築年,取引年
4803,中古マンション等,佃,68000000.0,3452307.0,65.0,1046153.0,平成11年,16.0,1999.0,2015.0
4792,中古マンション等,佃,72000000.0,3394285.0,70.0,1028571.0,平成23年,4.0,2011.0,2015.0
4793,中古マンション等,佃,35000000.0,2887500.0,40.0,875000.0,平成20年,7.0,2008.0,2015.0
4794,中古マンション等,佃,39000000.0,2144999.0,60.0,650000.0,平成9年,18.0,1997.0,2015.0
3050,中古マンション等,佃,57000000.0,2507999.0,75.0,760000.0,平成3年,21.0,1991.0,2012.0
4795,中古マンション等,佃,120000000.0,3959999.0,100.0,1200000.0,平成17年,10.0,2005.0,2015.0
4812,中古マンション等,佃,12000000.0,1583999.0,25.0,480000.0,昭和48年,42.0,1973.0,2015.0
7587,中古マンション等,佃,15000000.0,2475000.0,20.0,750000.0,平成15年,16.0,2003.0,2019.0
7586,中古マンション等,佃,130000000.0,4766666.0,90.0,1444444.0,平成11年,20.0,1999.0,2019.0
7585,中古マンション等,佃,87000000.0,3588750.0,80.0,1087500.0,平成16年,15.0,2004.0,2019.0
52,中古マンション等,佃,67000000.0,3158571.0,70.0,957142.0,平成5年,12.0,1993.0,2005.0
51,中古マンション等,佃,39000000.0,1979999.0,65.0,600000.0,平成16年,1.0,2004.0,2005.0
50,中古マンション等,佃,25000000.0,2357142.0,35.0,714285.0,平成3年,14.0,1991.0,2005.0
49,中古マンション等,佃,46000000.0,2335384.0,65.0,707692.0,平成12年,5.0,2000.0,2005.0
48,中古マンション等,佃,59000000.0,3244999.0,60.0,983333.0,平成16年,1.0,2004.0,2005.0
47,中古マンション等,佃,41000000.0,2459999.0,55.0,745454.0,平成3年,14.0,1991.0,2005.0
2613,中古マンション等,佃,46000000.0,2759999.0,55.0,836363.0,平成16年,7.0,2004.0,2011.0
2612,中古マンション等,佃,10000000.0,1319999.0,25.0,400000.0,昭和48年,38.0,1973.0,2011.0
2611,中古マンション等,佃,60000000.0,2828571.0,70.0,857142.0,平成14年,9.0,2002.0,2011.0
2610,中古マンション等,佃,8500000.0,1121999.0,25.0,340000.0,昭和48年,38.0,1973.0,2011.0
2609,中古マンション等,佃,61000000.0,3354999.0,60.0,1016666.0,平成11年,12.0,1999.0,2011.0
3572,中古マンション等,佃,46000000.0,2759999.0,55.0,836363.0,平成16年,9.0,2004.0,2013.0
3571,中古マンション等,佃,50000000.0,2538461.0,65.0,769230.0,平成16年,9.0,2004.0,2013.0
3570,中古マンション等,佃,72000000.0,2795294.0,85.0,847058.0,平成17年,8.0,2005.0,2013.0
53,中古マンション等,佃,77000000.0,3629999.0,70.0,1100000.0,平成11年,6.0,1999.0,2005.0
3569,中古マンション等,佃,41000000.0,2459999.0,55.0,745454.0,平成18年,7.0,2006.0,2013.0
3567,中古マンション等,佃,68000000.0,3205714.0,70.0,971428.0,平成11年,14.0,1999.0,2013.0
3566,中古マンション等,佃,29000000.0,2392500.0,40.0,725000.0,平成3年,22.0,1991.0,2013.0
2608,中古マンション等,佃,48000000.0,2436923.0,65.0,738461.0,平成14年,9.0,2002.0,2011.0
2607,中古マンション等,佃,26000000.0,2451428.0,35.0,742857.0,平成9年,14.0,1997.0,2011.0
2606,中古マンション等,佃,65000000.0,3064285.0,70.0,928571.0,平成11年,12.0,1999.0,2011.0
2605,中古マンション等,佃,43000000.0,2579999.0,55.0,781818.0,平成5年,18.0,1993.0,2011.0
2604,中古マンション等,佃,9800000.0,1293599.0,25.0,392000.0,昭和48年,38.0,1973.0,2011.0
2603,中古マンション等,佃,29000000.0,2392500.0,40.0,725000.0,平成3年,20.0,1991.0,2011.0
2602,中古マンション等,佃,42000000.0,2519999.0,55.0,763636.0,平成16年,7.0,2004.0,2011.0
2601,中古マンション等,佃,58000000.0,2734285.0,70.0,828571.0,平成5年,18.0,1993.0,2011.0
2600,中古マンション等,佃,36000000.0,2970000.0,40.0,900000.0,平成16年,7.0,2004.0,2011.0
7583,中古マンション等,佃,120000000.0,3959999.0,100.0,1200000.0,平成17年,14.0,2005.0,2019.0
7582,中古マンション等,佃,59000000.0,3893999.0,50.0,1180000.0,平成11年,20.0,1999.0,2019.0
7581,中古マンション等,佃,58000000.0,3479999.0,55.0,1054545.0,平成23年,8.0,2011.0,2019.0
3568,中古マンション等,佃,71000000.0,3123999.0,75.0,946666.0,平成16年,9.0,2004.0,2013.0
54,中古マンション等,佃,76000000.0,3135000.0,80.0,950000.0,平成5年,12.0,1993.0,2005.0
55,中古マンション等,佃,9000000.0,1187999.0,25.0,360000.0,昭和48年,32.0,1973.0,2005.0
3573,中古マンション等,佃,51000000.0,2804999.0,60.0,850000.0,平成11年,14.0,1999.0,2013.0
7584,中古マンション等,佃,39000000.0,3677142.0,35.0,1114285.0,平成18年,13.0,2006.0,2019.0
2624,中古マンション等,佃,53000000.0,3497999.0,50.0,1060000.0,平成11年,12.0,1999.0,2011.0
2623,中古マンション等,佃,75000000.0,3299999.0,75.0,1000000.0,平成11年,12.0,1999.0,2011.0
2622,中古マンション等,佃,15000000.0,2475000.0,20.0,750000.0,平成15年,8.0,2003.0,2011.0
2621,中古マンション等,佃,38000000.0,2786666.0,45.0,844444.0,平成16年,7.0,2004.0,2011.0
2620,中古マンション等,佃,61000000.0,3096923.0,65.0,938461.0,平成17年,6.0,2005.0,2011.0
2619,中古マンション等,佃,18000000.0,2970000.0,20.0,900000.0,平成15年,8.0,2003.0,2011.0
2618,中古マンション等,佃,86000000.0,3547500.0,80.0,1075000.0,平成11年,12.0,1999.0,2011.0
2617,中古マンション等,佃,10000000.0,1319999.0,25.0,400000.0,昭和48年,38.0,1973.0,2011.0
2616,中古マンション等,佃,51000000.0,2804999.0,60.0,850000.0,平成5年,18.0,1993.0,2011.0
2615,中古マンション等,佃,76000000.0,2950588.0,85.0,894117.0,平成17年,6.0,2005.0,2011.0
2614,中古マンション等,佃,40000000.0,1759999.0,75.0,533333.0,平成3年,20.0,1991.0,2011.0
1059,中古マンション等,佃,86000000.0,4054285.0,70.0,1228571.0,平成11年,9.0,1999.0,2008.0
1060,中古マンション等,佃,94000000.0,4135999.0,75.0,1253333.0,平成11年,9.0,1999.0,2008.0
1061,中古マンション等,佃,62000000.0,3409999.0,60.0,1033333.0,平成16年,4.0,2004.0,2008.0
1062,中古マンション等,佃,11000000.0,1451999.0,25.0,440000.0,昭和48年,35.0,1973.0,2008.0
1063,中古マンション等,佃,11000000.0,1451999.0,25.0,440000.0,昭和48年,35.0,1973.0,2008.0
6259,中古マンション等,佃,110000000.0,4270588.0,85.0,1294117.0,平成11年,18.0,1999.0,2017.0
6898,中古マンション等,佃,20000000.0,3300000.0,20.0,1000000.0,平成15年,15.0,2003.0,2018.0
6897,中古マンション等,佃,56000000.0,3359999.0,55.0,1018181.0,平成14年,16.0,2002.0,2018.0
3574,中古マンション等,佃,94000000.0,2954285.0,105.0,895238.0,平成16年,9.0,2004.0,2013.0
3575,中古マンション等,佃,11000000.0,1451999.0,25.0,440000.0,昭和48年,40.0,1973.0,2013.0
3576,中古マンション等,佃,63000000.0,3198461.0,65.0,969230.0,平成11年,14.0,1999.0,2013.0
3579,中古マンション等,佃,54000000.0,2969999.0,60.0,900000.0,平成11年,14.0,1999.0,2013.0
3577,中古マンション等,佃,94000000.0,2954285.0,105.0,895238.0,平成16年,9.0,2004.0,2013.0
6896,中古マンション等,佃,95000000.0,3688235.0,85.0,1117647.0,平成16年,14.0,2004.0,2018.0
1068,中古マンション等,佃,7100000.0,937199.0,25.0,284000.0,昭和48年,35.0,1973.0,2008.0
1067,中古マンション等,佃,22000000.0,3630000.0,20.0,1100000.0,平成15年,5.0,2003.0,2008.0
1066,中古マンション等,佃,16000000.0,2640000.0,20.0,800000.0,平成15年,5.0,2003.0,2008.0
1065,中古マンション等,佃,9500000.0,1253999.0,25.0,380000.0,昭和48年,35.0,1973.0,2008.0
1064,中古マンション等,佃,73000000.0,3211999.0,75.0,973333.0,平成16年,4.0,2004.0,2008.0
3578,中古マンション等,佃,40000000.0,2933333.0,45.0,888888.0,平成14年,11.0,2002.0,2013.0
3580,中古マンション等,佃,35000000.0,2887500.0,40.0,875000.0,平成16年,9.0,2004.0,2013.0
2095,中古マンション等,佃,57000000.0,3134999.0,60.0,950000.0,平成16年,6.0,2004.0,2010.0
3581,中古マンション等,佃,51000000.0,2589230.0,65.0,784615.0,平成16年,9.0,2004.0,2013.0
1452,中古マンション等,佃,110000000.0,4033333.0,90.0,1222222.0,平成11年,10.0,1999.0,2009.0
1451,中古マンション等,佃,48000000.0,2879999.0,55.0,872727.0,平成14年,7.0,2002.0,2009.0
1450,中古マンション等,佃,31000000.0,2557500.0,40.0,775000.0,平成16年,5.0,2004.0,2009.0
1449,中古マンション等,佃,85000000.0,2804999.0,100.0,850000.0,平成3年,18.0,1991.0,2009.0
1448,中古マンション等,佃,44000000.0,2639999.0,55.0,800000.0,平成17年,4.0,2005.0,2009.0
1447,中古マンション等,佃,63000000.0,2771999.0,75.0,840000.0,平成16年,5.0,2004.0,2009.0
1446,中古マンション等,佃,65000000.0,3299999.0,65.0,1000000.0,平成11年,10.0,1999.0,2009.0
1453,中古マンション等,佃,50000000.0,2749999.0,60.0,833333.0,平成11年,10.0,1999.0,2009.0
1445,中古マンション等,佃,73000000.0,2676666.0,90.0,811111.0,平成17年,4.0,2005.0,2009.0
1443,中古マンション等,佃,95000000.0,3918750.0,80.0,1187500.0,平成11年,10.0,1999.0,2009.0
1442,中古マンション等,佃,74000000.0,3488571.0,70.0,1057142.0,平成11年,10.0,1999.0,2009.0
1441,中古マンション等,佃,72000000.0,2970000.0,80.0,900000.0,平成16年,5.0,2004.0,2009.0
1440,中古マンション等,佃,19000000.0,3135000.0,20.0,950000.0,平成15年,6.0,2003.0,2009.0
1439,中古マンション等,佃,13000000.0,2145000.0,20.0,650000.0,平成15年,6.0,2003.0,2009.0
1438,中古マンション等,佃,42000000.0,2519999.0,55.0,763636.0,平成3年,18.0,1991.0,2009.0
1437,中古マンション等,佃,79000000.0,3475999.0,75.0,1053333.0,平成11年,10.0,1999.0,2009.0
1444,中古マンション等,佃,94000000.0,3877500.0,80.0,1175000.0,平成11年,10.0,1999.0,2009.0
1436,中古マンション等,佃,94000000.0,3649411.0,85.0,1105882.0,平成11年,10.0,1999.0,2009.0
3062,中古マンション等,佃,73000000.0,3211999.0,75.0,973333.0,平成3年,21.0,1991.0,2012.0
3064,中古マンション等,佃,37000000.0,2219999.0,55.0,672727.0,平成13年,11.0,2001.0,2012.0
1042,中古マンション等,佃,56000000.0,3695999.0,50.0,1120000.0,平成11年,9.0,1999.0,2008.0
1041,中古マンション等,佃,32000000.0,2111999.0,50.0,640000.0,平成15年,5.0,2003.0,2008.0
1040,中古マンション等,佃,7500000.0,989999.0,25.0,300000.0,昭和48年,35.0,1973.0,2008.0
1039,中古マンション等,佃,8500000.0,1121999.0,25.0,340000.0,昭和48年,35.0,1973.0,2008.0
